Subject Code,Subject,Exam Series,Sat,A*,A,B,C,D,E,U
YBS01,BUSINESS STUDIES,Jun-19,1410,82,481,846,1087,1251,1344,1410
YCH01,CHEMISTRY,Jun-19,3972,450,1323,2130,2745,3194,3579,3972
YEC01,ECONOMICS,Jun-19,1552,133,588,986,1235,1392,1471,1552
YEN01,ENGLISH LANGUAGE,Jun-19,98,4,7,19,46,73,86,98
YET01,ENGLISH LITERATURE,Jun-19,267,9,56,117,188,237,258,267
YFM01,FURTHER MATHEMATICS,Jun-19,2218,710,1256,1675,1903,2044,2125,2218
YFR01,FRENCH,Jun-19,354,15,98,200,275,315,338,354
YGE01,GEOGRAPHY,Jun-19,168,5,48,99,126,151,161,168
YGK01,GREEK,Jun-19,352,45,230,305,342,347,352,352
YGN01,GERMAN,Jun-19,231,22,109,148,177,208,219,231
YHI01,HISTORY,Jun-19,234,19,72,135,186,214,225,234
YIT01,APPLIED ICT,Jun-19,142,9,23,55,86,111,122,142
YLA1,LAW,Jun-19,341,40,56,82,120,156,187,341
YMA01,MATHEMATICS,Jun-19,10317,2260,4740,6697,8068,8982,9644,10317
YPH01,PHYSICS,Jun-19,4166,364,1213,2017,2658,3189,3657,4166
YPM01,PURE MATHEMATICS,Jun-19,380,31,176,271,324,348,371,380
YPS01,PSYCHOLOGY,Jun-19,257,26,64,116,171,215,243,257
YSP01,SPANISH,Jun-19,801,21,420,714,775,793,798,801
XAA01,ARABIC,Jun-19,1238,,663,930,1088,1162,1202,1238
XAC11,ACCOUNTING,Jun-19,752,,258,383,502,591,668,752
XBI01,BIOLOGY,Jun-19,1092,,224,407,555,717,841,1092
XBI11,BIOLOGY,Jun-19,3261,,743,1210,1656,2055,2470,3261
XBS01,BUSINESS STUDIES,Jun-19,334,,67,120,171,223,257,334
XBS11,BUSINESS,Jun-19,1368,,165,352,557,779,966,1368
XCH01,CHEMISTRY,Jun-19,1217,,256,473,664,808,938,1217
XCH11,CHEMISTRY,Jun-19,4385,,1154,1841,2509,3100,3501,4385
XEC01,ECONOMICS,Jun-19,335,,112,179,230,261,290,335
XEC11,ECONOMICS,Jun-19,1138,,379,606,789,898,999,1138
XEN01,ENGLISH LANGUAGE,Jun-19,196,,11,43,81,132,166,196
XET01,ENGLISH LITERATURE,Jun-19,395,,66,127,246,317,365,395
XFM01,FURTHER MATHEMATICS,Jun-19,1699,,1116,1352,1496,1571,1619,1699
XFR01,FRENCH,Jun-19,496,,128,210,303,371,432,496
XGE01,GEOGRAPHY,Jun-19,273,,64,97,135,171,202,273
XGK01,GREEK,Jun-19,406,,297,377,399,403,405,406
XGN01,GERMAN,Jun-19,252,,70,110,144,177,203,252
XHI01,HISTORY,Jun-19,337,,73,150,219,256,292,337
XIT01,APPLIED ICT,Jun-19,103,,24,43,58,71,89,103
XIT11,INFORMATION TECHNOLOGY,Jun-19,218,,12,28,52,93,133,218
XMA01,MATHEMATICS,Jun-19,12875,,4647,6783,8507,9851,10883,12875
XPH01,PHYSICS,Jun-19,1378,,290,490,691,869,1028,1378
XPH11,PHYSICS,Jun-19,3559,,768,1210,1698,2148,2549,3559
XPM01,PURE MATHEMATICS,Jun-19,260,,102,145,174,200,222,260
XPS01,PSYCHOLOGY,Jun-19,360,,61,110,172,233,296,360
XSP01,SPANISH,Jun-19,620,,404,516,570,591,608,620
XAA01,ARABIC,Jun-20,1291,529,1025,1199,1259,1281,1290,1291
YAC11,ACCOUNTING,Jun-20,1125,259,546,800,958,1056,1096,1125
YBI01,BIOLOGY,Jun-20,182,34,58,113,150,170,180,182
YBI11,BIOLOGY,Jun-20,2224,647,1228,1698,1971,2115,2185,2224
YBS01,BUSINESS STUDIES,Jun-20,78,9,19,34,48,69,74,78
YBS11,BUSINESS,Jun-20,1141,159,373,679,938,1068,1115,1141
YCH01,CHEMISTRY,Jun-20,269,38,90,150,213,249,264,269
YCH11,CHEMISTRY,Jun-20,3376,931,1851,2584,3030,3236,3335,3376
YEC01,ECONOMICS,Jun-20,71,10,37,53,63,65,68,71
YEC11,ECONOMICS,Jun-20,1350,315,695,1060,1236,1306,1338,1350
YEN01,ENGLISH LANGUAGE,Jun-20,100,17,30,64,86,94,100,100
YET01,ENGLISH LITERATURE,Jun-20,283,54,97,172,240,270,279,283
YFM01,FURTHER MATHEMATICS,Jun-20,2229,1064,1707,2002,2112,21172,2197,2229
YFR01,FRENCH,Jun-20,376,40,162,267,328,367,376,376
YGE01,GEOGRAPHY,Jun-20,210,31,95,150,184,199,208,210
YGK01,GREEK,Jun-20,350,88,285,341,349,350,350,350
YGN01,GERMAN,Jun-20,193,40,114,153,180,189,193,193
YHI01,HISTORY,Jun-20,281,61,129,209,250,272,278,281
YIT11,INFORMATION TECHNOLOGY,Jun-20,141,12,34,74,119,132,139,141
YLA1,LAW,Jun-20,143,22,64,96,121,129,137,143
YMA01,MATHEMATICS,Jun-20,10183,3416,6095,8142,9254,9789,10032,10183
YPH01,PHYSICS,Jun-20,361,44,94,183,254,299,344,361
YPH11,PHYSICS,Jun-20,3062,742,1542,2227,2674,2897,3003,3062
YPM01,PURE MATHEMATICS,Jun-20,274,91,208,249,269,273,274,274
YPS01,PSYCHOLOGY,Jun-20,232,40,95,146,193,220,229,232
YSP01,SPANISH,Jun-20,859,147,643,802,847,857,858,859
XAA01,ARABIC,Jun-20,1070,,656,896,1013,1058,1068,1070
XAC11,ACCOUNTING,Jun-20,710,,367,505,593,641,672,710
XBI11,BIOLOGY,Jun-20,3591,,1532,2222,2847,3262,3482,3591
XBS11,BUSINESS,Jun-20,1644,,487,876,1228,1455,1589,1644
XCH11,CHEMISTRY,Jun-20,4545,,2273,3120,3786,4189,4399,4545
XEC11,ECONOMICS,Jun-20,1316,,646,915,1145,1223,1273,1316
XEN01,ENGLISH LANGUAGE,Jun-20,194,,47,108,157,183,194,194
XET01,ENGLISH LITERATURE,Jun-20,418,,149,254,343,398,410,418
XFM01,FURTHER MATHEMATICS,Jun-20,1762,,1397,1578,1665,1702,1723,1762
XFR01,FRENCH,Jun-20,490,,185,319,419,462,478,490
XGE01,GEOGRAPHY,Jun-20,277,,108,167,223,253,267,277
XGK01,GREEK,Jun-20,255,,197,240,255,255,255,255
XGN01,GERMAN,Jun-20,196,,107,150,172,185,195,196
XHI01,HISTORY,Jun-20,341,,165,247,307,331,337,341
XIT11,INFORMATION TECHNOLOGY,Jun-20,233,,79,136,179,213,225,233
XMA01,MATHEMATICS,Jun-20,12020,,6304,8370,10089,11068,11571,12020
XPH11,PHYSICS,Jun-20,3627,,1436,2108,2732,3171,3436,3627
XPM01,PURE MATHEMATICS,Jun-20,209,,134,158,194,201,207,209
XPS01,PSYCHOLOGY,Jun-20,422,,146,227,308,377,410,422
XSP01,SPANISH,Jun-20,598,,434,552,585,596,598,598
XAA01,ARABIC,Jun-21,1666,924,1466,1616,1647,1651,1658,1666
YAC11,ACCOUNTING,Jun-21,2052,524,1193,1682,1928,2010,2035,2052
YBI11,BIOLOGY,Jun-21,3478,1149,2121,2816,3233,3385,3440,3478
YBS11,BUSINESS,Jun-21,2478,308,966,1761,2226,2387,2443,2478
YCH11,CHEMISTRY,Jun-21,5042,1489,3113,4107,4641,4868,4973,5042
YEC11,ECONOMICS,Jun-21,2242,617,1306,1846,2096,2199,2219,2242
YEN01,ENGLISH LANGUAGE,Jun-21,236,34,79,143,201,226,233,236
YET01,ENGLISH LITERATURE,Jun-21,380,90,177,278,337,376,379,380
YFM01,FURTHER MATHEMATICS,Jun-21,2358,1464,1988,2187,2283,2317,2339,2358
YFR01,FRENCH,Jun-21,475,69,245,359,432,465,472,475
YGE01,GEOGRAPHY,Jun-21,301,59,141,218,268,291,298,301
YGK01,GREEK,Jun-21,475,170,414,457,471,475,475,475
YGN01,GERMAN,Jun-21,235,57,181,203,221,230,232,235
YHI01,HISTORY,Jun-21,357,134,219,279,322,341,350,357
YIT11,INFORMATION TECHNOLOGY,Jun-21,274,86,148,217,252,266,271,274
YLA1,LAW,Jun-21,432,102,239,340,392,420,429,432
YMA01,MATHEMATICS,Jun-21,13081,4608,8579,11078,12214,12734,12939,13081
YPH11,PHYSICS,Jun-21,4935,1347,2920,3945,4490,4729,4824,4935
YPM01,PURE MATHEMATICS,Jun-21,389,134,298,353,376,385,389,389
YPS01,PSYCHOLOGY,Jun-21,361,95,180,271,327,352,359,361
YSP01,SPANISH,Jun-21,955,234,735,904,940,951,954,955
XAA01,ARABIC,Jun-21,1652,,1185,1441,1581,1636,1647,1652
XAC11,ACCOUNTING,Jun-21,966,,515,703,812,876,923,966
XBI11,BIOLOGY,Jun-21,4443,,2515,3310,3860,4155,4294,4443
XBS11,BUSINESS,Jun-21,2445,,898,1501,1958,2199,2328,2445
XCH11,CHEMISTRY,Jun-21,5705,,3197,4163,4871,5239,5458,5705
XEC11,ECONOMICS,Jun-21,2270,,1307,1727,2000,2117,2162,2270
XEN01,ENGLISH LANGUAGE,Jun-21,300,,77,167,246,266,280,300
XET01,ENGLISH LITERATURE,Jun-21,463,,203,305,399,435,451,463
XFM01,FURTHER MATHEMATICS,Jun-21,2175,,1876,2032,2089,2129,2146,2175
XFR01,FRENCH,Jun-21,435,,189,293,364,405,419,435
XGE01,GEOGRAPHY,Jun-21,415,,178,258,321,364,393,415
XGK01,GREEK,Jun-21,406,,329,385,404,406,406,406
XGN01,GERMAN,Jun-21,224,,147,182,200,215,219,224
XHI01,HISTORY,Jun-21,488,,264,372,437,465,474,488
XIT11,INFORMATION TECHNOLOGY,Jun-21,542,,285,400,466,502,516,542
XMA01,MATHEMATICS,Jun-21,14199,,8425,10565,12209,13190,13681,14199
XPH11,PHYSICS,Jun-21,4944,,2687,3431,4020,4380,4600,4944
XPM01,PURE MATHEMATICS,Jun-21,264,,168,213,240,252,257,264
XPS01,PSYCHOLOGY,Jun-21,648,,325,446,543,601,628,648
XSP01,SPANISH,Jun-21,724,,499,650,704,718,721,724
YAA01,ARABIC,Jun-22,1597,657,1237,1491,1557,1576,1586,1597
YAC11,ACCOUNTING,Jun-22,1489,244,678,969,1181,1316,1406,1489
YBI11,BIOLOGY,Jun-22,3758,1013,1960,2607,3091,3432,3624,3758
YBS11,BUSINESS,Jun-22,2238,209,761,1327,1761,2039,2164,2238
YCH11,CHEMISTRY,Jun-22,4905,982,2422,3322,3965,4438,4733,4905
YEC11,ECONOMICS,Jun-22,2674,424,1396,2042,2354,2537,2615,2674
YEN01,ENGLISH LANGUAGE,Jun-22,269,22,71,133,193,233,253,269
YET01,ENGLISH LITERATURE,Jun-22,417,59,153,283,356,391,414,417
YFM01,FURTHER MATHEMATICS,Jun-22,2705,1274,1971,2321,2506,2604,2664,2705
YFR01,FRENCH,Jun-22,423,36,209,299,374,404,418,423
YGE01,GEOGRAPHY,Jun-22,325,29,139,217,278,301,316,325
YGK01,GREEK,Jun-22,487,106,331,436,470,474,484,487
YET01,ENGLISH LITERATURE,Jun-22,245,43,171,208,223,231,243,245
YHI01,HISTORY,Jun-22,487,89,213,311,393,443,467,487
YIT11,INFORMATION TECHNOLOGY,Jun-22,453,52,134,234,316,378,411,453
YLA1,LAW,Jun-22,336,58,118,146,178,217,254,336
YMA01,MATHEMATICS,Jun-22,13402,3702,7544,9954,11513,12456,13006,13402
YPH11,PHYSICS,Jun-22,4732,838,2307,3069,3604,4066,4421,4732
YPM01,PURE MATHEMATICS,Jun-22,235,60,140,177,198,218,226,235
YPS01,PSYCHOLOGY,Jun-22,540,105,257,373,457,501,527,540
YSP01,SPANISH,Jun-22,932,121,645,843,905,921,928,932
XAA01,ARABIC,Jun-22,1852,,1162,1505,1680,1776,1820,1852
XAC11,ACCOUNTING,Jun-22,988,,435,586,698,811,904,988
XBI11,BIOLOGY,Jun-22,5134,,2241,2982,3636,4174,4562,5134
XBS11,BUSINESS,Jun-22,2781,,750,1229,1685,2036,2324,2781
XCH11,CHEMISTRY,Jun-22,6239,,2665,3506,4221,4823,5339,6239
XEC11,ECONOMICS,Jun-22,2647,,1201,1682,2028,2243,2416,2647
XEN01,ENGLISH LANGUAGE,Jun-22,433,,68,170,269,360,401,433
XET01,ENGLISH LITERATURE,Jun-22,518,,142,270,375,452,487,518
XFM01,FURTHER MATHEMATICS,Jun-22,2312,,1940,2094,2179,2246,2276,2312
XFR01,FRENCH,Jun-22,443,,155,247,332,376,409,443
XGE01,GEOGRAPHY,Jun-22,410,,126,191,247,304,344,410
XGK01,GREEK,Jun-22,367,,270,327,349,364,367,367
XGN01,GERMAN,Jun-22,203,,91,116,138,162,182,203
XHI01,HISTORY,Jun-22,501,,218,328,384,428,466,501
XIT11,INFORMATION TECHNOLOGY,Jun-22,563,,135,206,291,365,428,563
XMA01,MATHEMATICS,Jun-22,15381,,7433,9669,11503,12898,13954,15381
XPH11,PHYSICS,Jun-22,5391,,2278,2976,3542,4039,4412,5391
XPM01,PURE MATHEMATICS,Jun-22,231,,122,157,186,201,214,231
XPS01,PSYCHOLOGY,Jun-22,771,,276,385,509,601,680,771
XSP01,SPANISH,Jun-22,557,,361,455,511,535,552,557
YAA01,ARABIC,Jun-23,1708,376,1061,1441,1621,1677,1702,1708
YAC11,ACCOUNTING,Jun-23,1403,80,437,697,920,1108,1251,1403
YBI11,BIOLOGY,Jun-23,4034,904,1772,2365,2874,3311,3662,4034
YBS11,BUSINESS,Jun-23,2448,231,696,1254,1698,2037,2241,2448
YCH11,CHEMISTRY,Jun-23,5020,690,2021,2904,3623,4180,4596,5020
YEC11,ECONOMICS,Jun-23,2868,274,1024,1711,2247,2567,2741,2868
YEN01,ENGLISH LANGUAGE,Jun-23,316,3,40,111,201,255,294,316
YET01,ENGLISH LITERATURE,Jun-23,479,18,102,207,342,435,464,479
YFM01,FURTHER MATHEMATICS,Jun-23,2578,883,1471,1936,2184,2373,2476,2578
YFR01,FRENCH,Jun-23,410,29,162,270,344,385,394,410
YGE01,GEOGRAPHY,Jun-23,376,12,111,208,287,333,361,376
YGK01,GREEK,Jun-23,544,84,366,491,534,541,543,544
YGN01,GERMAN,Jun-23,276,30,161,226,249,266,271,276
YHI01,HISTORY,Jun-23,490,47,187,308,400,438,463,490
YIT11,INFORMATION TECHNOLOGY,Jun-23,416,17,83,144,205,273,326,416
YLA1,LAW,Jun-23,396,45,62,99,132,174,238,396
YMA01,MATHEMATICS,Jun-23,13347,2890,6265,8722,10438,11644,12505,13347
YPH11,PHYSICS,Jun-23,4842,555,1799,2645,3397,3937,4361,4842
YPM01,PURE MATHEMATICS,Jun-23,206,28,108,146,167,188,199,206
YPS01,PSYCHOLOGY,Jun-23,636,62,208,358,459,538,593,636
YSP01,SPANISH,Jun-23,944,84,591,840,915,932,940,944
XAA01,ARABIC,Jun-23,2002,,1037,1495,1782,1902,1954,2002
XAC11,ACCOUNTING,Jun-23,1211,,405,585,763,930,1065,1211
XBI11,BIOLOGY,Jun-23,5518,,1526,2319,3018,3698,4317,5518
XBS11,BUSINESS,Jun-23,3181,,408,863,1362,1855,2280,3181
XCH11,CHEMISTRY,Jun-23,7011,,1967,3085,4087,4915,5617,7011
XEC11,ECONOMICS,Jun-23,2968,,945,1555,2012,2341,2579,2968
XEN01,ENGLISH LANGUAGE,Jun-23,556,,46,137,256,410,495,556
XET01,ENGLISH LITERATURE,Jun-23,561,,86,210,352,437,510,561
XFM01,FURTHER MATHEMATICS,Jun-23,2221,,1561,1816,1968,2056,2119,2221
XFR01,FRENCH,Jun-23,441,,153,235,304,362,412,441
XGE01,GEOGRAPHY,Jun-23,470,,89,154,233,289,347,470
XGK01,GREEK,Jun-23,326,,201,281,314,325,326,326
XGN01,GERMAN,Jun-23,227,,137,168,186,203,216,227
XHI01,HISTORY,Jun-23,538,,183,297,382,454,500,538
XIT11,INFORMATION TECHNOLOGY,Jun-23,708,,43,107,203,346,505,708
XMA01,MATHEMATICS,Jun-23,16143,,6263,8539,10599,12396,13622,16143
XPH11,PHYSICS,Jun-23,6275,,1589,2466,3259,3998,4594,6275
XPM01,PURE MATHEMATICS,Jun-23,227,,125,156,175,196,205,227
XPS01,PSYCHOLOGY,Jun-23,966,,170,312,462,624,748,966
XSP01,SPANISH,Jun-23,551,,337,439,500,525,537,551
YAC11,ACCOUNTING,Oct-17,560,39,130,201,280,372,455,560
YBI01,BIOLOGY,Oct-17,386,7,34,82,127,180,234,386
YBS01,BUSINESS STUDIES,Oct-17,340,7,85,157,209,258,299,340
YCH01,CHEMISTRY,Oct-17,392,13,38,77,127,180,241,392
YEC01,ECONOMICS,Oct-17,242,4,21,61,107,142,179,242
YHI01,HISTORY,Oct-17,8,0,0,1,3,3,5,8
YLA1,LAW,Oct-17,30,2,2,5,7,12,17,30
YMA01,MATHEMATICS,Oct-17,941,201,338,447,540,647,729,941
YPH01,PHYSICS,Oct-17,487,11,72,115,183,232,298,487
YPS01,PSYCHOLOGY,Oct-17,4,0,1,1,1,1,3,4
XAC11,ACCOUNTING,Oct-17,315,,71,139,200,251,276,315
XBI01,BIOLOGY,Oct-17,452,,68,131,188,254,314,452
XBS01,BUSINESS STUDIES,Oct-17,278,,62,125,184,214,240,278
XCH01,CHEMISTRY,Oct-17,548,,68,164,244,316,383,548
XEC01,ECONOMICS,Oct-17,214,,40,75,114,147,176,214
XHI01,HISTORY,Oct-17,9,,1,5,7,9,9,9
XMA01,MATHEMATICS,Oct-17,1421,,467,725,938,1087,1222,1421
XPH01,PHYSICS,Oct-17,656,,98,216,589,374,448,656
XPS01,PSYCHOLOGY,Oct-17,20,,2,6,8,13,15,20
YAC11,ACCOUNTING,Oct-18,581,48,134,218,300,396,472,581
YBI01,BIOLOGY,Oct-18,847,15,88,194,306,425,536,847
YBS01,BUSINESS STUDIES,Oct-18,437,37,133,237,307,361,390,437
YCH01,CHEMISTRY,Oct-18,948,30,97,195,305,426,566,948
YEC01,ECONOMICS,Oct-18,412,15,64,136,218,280,331,412
YHI01,HISTORY,Oct-18,6,0,0,2,5,6,6,6
YLA1,LAW,Oct-18,21,2,3,3,3,6,10,21
YMA01,MATHEMATICS,Oct-18,1345,200,442,610,745,894,1039,1345
YPH01,PHYSICS,Oct-18,901,19,89,178,264,373,502,901
YPS01,PSYCHOLOGY,Oct-18,7,0,0,0,3,4,5,7
XAC11,ACCOUNTING,Oct-18,469,,129,206,279,343,401,469
XBI01,BIOLOGY,Oct-18,1019,,136,274,420,545,681,1019
XBS01,BUSINESS STUDIES,Oct-18,443,,116,193,270,316,361,443
XCH01,CHEMISTRY,Oct-18,1067,,137,288,422,565,674,1067
XEC01,ECONOMICS,Oct-18,425,,60,137,221,283,340,425
XHI01,HISTORY,Oct-18,11,,3,4,8,11,11,11
XMA01,MATHEMATICS,Oct-18,2247,,670,1053,1386,1665,1856,2247
XPH01,PHYSICS,Oct-18,1178,,135,279,416,542,706,1178
XPS01,PSYCHOLOGY,Oct-18,31,,4,11,17,21,24,31
YAC11,ACCOUNTING,Oct-19,563,38,142,228,307,393,475,563
YBI01,BIOLOGY,Oct-19,1110,30,104,248,403,572,736,1110
YBS01,BUSINESS STUDIES,Oct-19,539,57,182,296,400,453,487,539
YCH01,CHEMISTRY,Oct-19,1333,41,163,335,526,703,889,1333
YEC01,ECONOMICS,Oct-19,473,28,95,190,288,377,422,473
YHI01,HISTORY,Oct-19,9,0,0,3,4,5,6,9
YLA1,LAW,Oct-19,23,4,8,9,13,14,17,23
YMA01,MATHEMATICS,Oct-19,1922,291,564,854,1073,1330,1545,1922
YPH01,PHYSICS,Oct-19,1586,38,200,416,617,816,1027,1586
YPS01,PSYCHOLOGY,Oct-19,19,1,1,4,8,9,13,19
XAC11,ACCOUNTING,Oct-19,195,,41,73,106,148,163,195
XBI11,BIOLOGY,Oct-19,515,,109,202,289,373,420,515
XBS11,BUSINESS,Oct-19,148,,16,40,70,96,117,148
XCH11,CHEMISTRY,Oct-19,604,,94,221,343,428,496,604
XEC11,ECONOMICS,Oct-19,160,,36,74,99,121,140,160
XHI01,HISTORY,Oct-19,12,,5,7,8,11,11,12
XMA01,MATHEMATICS,Oct-19,2498,,777,1281,1669,1970,2183,2498
XPH11,PHYSICS,Oct-19,589,,103,213,311,388,452,589
XPS01,PSYCHOLOGY,Oct-19,38,,6,12,18,27,36,38
9BSA1,Business Studies,Jan-14,175,1.1,6.9,14.9,33.1,53.7,76.6,100
9ECA1,Economics,Jan-14,169,0,8.3,22.5,40.2,60.4,84,100
9ETA1,English Literature,Jan-14,10,0,40,60,80,90,90,100
9PSA1,Psychology,Jan-14,8,0,12.5,12.5,62.5,75,87.5,100
YAC01,Accounting,Jan-14,685,9.9,21.6,34.6,51.7,70.4,82,100
YBI01,Biology,Jan-14,467,4.7,20.8,39.2,58.5,72.4,86.9,100
YCH01,Chemistry,Jan-14,947,4.6,23.3,41.2,58.2,72.3,84.9,100
YFM01,Further Mathematics,Jan-14,222,25.2,53.2,67.1,78.8,89.6,95.9,100
YMA01,Mathematics,Jan-14,2345,16.7,35.9,53.2,66.1,78.2,87.4,100
YPH01,Physics,Jan-14,1171,3.2,18.2,33.3,46.2,61.9,77.1,100
YPM01,Pure Mathematics,Jan-14,18,5.6,44.4,72.2,83.3,83.3,88.9,100
8BSA1,Business Studies,Jan-14,82,,3.7,7.3,17.1,35.4,51.2,100
8ECA1,Economics,Jan-14,103,,6.8,21.4,38.8,55.3,68.9,100
8RSA1,Religious Studies,Jan-14,1,,100,100,100,100,100,100
XAC01,Accounting,Jan-14,354,,23.7,36.4,50.8,67.2,80.5,100
XBI01,Biology,Jan-14,656,,11.1,30.6,44.2,56.9,70.1,100
XBS01,Business Studies,Jan-14,109,,11.9,21.1,32.1,39.4,55,100
XCH01,Chemistry,Jan-14,874,,16.6,36.2,51.5,62.6,72.8,100
XEC01,Economics,Jan-14,124,,12.1,19.4,33.9,47.6,60.5,100
XFM01,Further Mathematics,Jan-14,239,,60.3,79.9,89.5,92.9,95.4,100
XMA01,Mathematics,Jan-14,1256,,23.9,38.4,51.2,65.7,76.4,100
XPH01,Physics,Jan-14,1043,,17.6,37,53.3,66.2,76.9,100
XPM01,Pure Mathematics,Jan-14,59,,27.1,42.4,54.2,64.4,71.2,100
YAC01,Accounting,Jan-15,478,8.6,22.2,38.7,53.3,70.1,84.3,100
YBI01,Biology,Jan-15,348,5.2,13.8,30.7,53.4,68.1,82.5,100
YBS01,Business Studies,Jan-15,113,1.8,7.1,15,25.7,52.2,68.1,100
YCH01,Chemistry,Jan-15,774,6.2,20.2,34.6,52.2,67.3,82.8,100
YEC01,Economics,Jan-15,150,0,6,16.7,34,51.3,69.3,100
YFM01,Further Mathematics,Jan-15,211,36,63.5,79.6,91,95.3,97.6,100
YMA01,Mathematics,Jan-15,1490,15.5,38.5,54.8,67,78.3,86.8,100
YPH01,Physics,Jan-15,1060,3.1,16.8,32.9,46.8,62.5,76.4,100
YPM01,Pure Mathematics,Jan-15,26,3.8,53.8,80.8,84.6,100,100,100
XAC01,Accounting,Jan-15,564,,26.6,43.4,61.5,73.2,81.6,100
XBI01,Biology,Jan-15,1331,,12.2,30.7,52,66.7,77.9,100
XBS01,Business Studies,Jan-15,191,,4.2,15.7,30.4,47.1,59.2,100
XCH01,Chemistry,Jan-15,1703,,14.6,34.3,51.8,65.3,76.7,100
XEC01,Economics,Jan-15,359,,6.4,18.4,36.2,52.9,71.3,100
XFM01,Further Mathematics,Jan-15,249,,62.2,80.7,89.2,94,95.2,100
XMA01,Mathematics,Jan-15,1625,,38.2,52.7,64.7,74,82.2,100
XPH01,Physics,Jan-15,1721,,20.3,40.6,57.6,71,80.7,100
XPM01,Pure Mathematics,Jan-15,59,,27.1,30.5,39,50.8,66.1,100
YAC01,Accounting,Jan-16,465,7.3,23.2,41.9,59.1,72,86.9,100
YBI01,Biology,Jan-16,384,5.7,16.9,31.3,51,67.7,82.3,100
YBS01,Business Studies,Jan-16,164,1.2,8.5,22.6,47,71.3,83.5,100
YCH01,Chemistry,Jan-16,761,6.8,18.7,31.7,47.8,63.2,78.2,100
YEC01,Economics,Jan-16,150,0.7,9.3,22.7,41.3,63.3,83.3,100
YFM01,Further Mathematics,Jan-16,211,19,45.5,67.3,79.6,88.2,95.7,100
YMA01,Mathematics,Jan-16,1591,16.7,40.4,58.7,70.3,80.5,89.1,100
YPH01,Physics,Jan-16,1042,3.3,15.2,32.6,48.2,64.2,77.1,100
YPM01,Pure Mathematics,Jan-16,65,4.6,44.6,80,93.8,100,100,100
XAC01,Accounting,Jan-16,432,,24.8,38.9,54.4,68.1,76.4,100
XBI01,Biology,Jan-16,1155,,15,36.5,56,69.9,82.1,100
XBS01,Business Studies,Jan-16,248,,11.7,27,38.3,54.8,69,100
XCH01,Chemistry,Jan-16,1343,,14.7,35.4,53.8,69.3,80.9,100
XEC01,Economics,Jan-16,264,,7.6,24.6,41.7,55.3,69.3,100
XFM01,Further Mathematics,Jan-16,246,,54.1,75.2,82.5,91.1,94.3,100
XMA01,Mathematics,Jan-16,1707,,33.8,50.8,63.8,73.9,81.9,100
XPH01,Physics,Jan-16,1610,,16.3,37.1,52.9,68.4,79.8,100
XPM01,Pure Mathematics,Jan-16,45,,42.2,66.7,75.6,86.7,91.1,100
YAC01,Accounting,Jan-17,414,9.4,24.6,43.7,60.4,78.3,90.6,100
YBI01,Biology,Jan-17,385,3.4,15.6,32.5,51.7,69.9,82.6,100
YBS01,Business Studies,Jan-17,149,0.7,8.7,23.5,45,72.5,89.3,100
YCH01,Chemistry,Jan-17,760,6.1,19.3,36.6,55.7,69.9,83.8,100
YEC01,Economics,Jan-17,155,3.2,12.9,25.2,45.8,67.7,80.6,100
YFM01,Further Mathematics,Jan-17,228,22.4,50.9,71.5,85.1,90.8,96.5,100
YMA01,Mathematics,Jan-17,1627,21.4,46.2,62.6,76.3,86,93.2,100
YPH01,Physics,Jan-17,1070,2.9,17.7,34.4,50.7,66.5,81.5,100
YPM01,Pure Mathematics,Jan-17,40,0,45,70,85,97.5,100,100
XAC01,Accounting,Jan-17,465,,23.2,38.3,56.6,69.7,83,100
XBI01,Biology,Jan-17,1176,,15.1,35.1,54.8,66.7,77.4,100
XBS01,Business Studies,Jan-17,395,,13.9,27.6,45.6,59,73.4,100
XCH01,Chemistry,Jan-17,1434,,16.5,35.9,53.6,65.4,75.9,100
XEC01,Economics,Jan-17,445,,13.5,28.5,42.9,55.1,69.9,100
XEN01,English Language,Jan-17,58,,1.7,5.2,20.7,43.1,62.1,100
XET01,English Literature,Jan-17,33,,30.3,48.5,75.8,81.8,84.8,100
XFM01,Further Mathematics,Jan-17,336,,60.7,78.6,89.3,92.6,94.6,100
XHI01,History,Jan-17,33,,9.1,21.2,45.5,72.7,84.8,100
XMA01,Mathematics,Jan-17,2225,,35.6,51.6,63.8,74.3,81.5,100
XPH01,Physics,Jan-17,1536,,16.3,31.3,45.6,60,71.1,100
XPM01,Pure Mathematics,Jan-17,77,,16.9,44.2,62.3,70.1,83.1,100
XPS01,Psychology,Jan-17,68,,1.5,8.8,27.9,44.1,57.4,100
YAC11,ACCOUNTING,Jan-18,546,39,132,224,306,402,470,546
YBI01,BIOLOGY,Jan-18,867,45,113,235,353,486,603,867
YBS01,BUSINESS STUDIES,Jan-18,413,4,60,140,222,293,342,413
YCH01,CHEMISTRY,Jan-18,1316,80,210,367,538,749,907,1316
YEC01,ECONOMICS,Jan-18,415,11,56,123,198,269,324,415
YEN01,ENGLISH LANGUAGE,Jan-18,18,0,1,3,5,9,10,18
YET01,ENGLISH LITERATURE,Jan-18,13,1,1,4,4,10,12,13
YFM01,FURTHER MATHEMATICS,Jan-18,320,75,158,226,262,295,313,320
YGE01,GEOGRAPHY,Jan-18,9,0,0,1,4,5,7,9
YHI01,HISTORY,Jan-18,17,0,3,5,8,12,13,17
YMA01,MATHEMATICS,Jan-18,2245,444,887,1255,1548,1774,1956,2245
